branch_key,name,address,city,state,zip,country,latitude,longitude,phone,hours_mon_fri,hours_sat_sun,time_zone,products,detail_url
1602,Terrell Branch,105 Metro Dr,Terrell,TX,75160-9105,UNITED STATES,32.73575570884158,-96.32177979,(972) 210-2102,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing,https://locations.qxo.com/TX/Terrell/Terrell-TX-75160-1602
973,Tyler Branch,5580 American Legion Rd.,Tyler,TX,75708,UNITED STATES,32.38654639,-95.2630278,(903) 525-6297,,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/TX/Tyler/Tyler-TX-75708/973
969,Waco Branch,6801 Imperial Dr.,Waco,TX,76712,UNITED STATES,31.502856,-97.1895739,(254) 741-1010,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,
472,West Ft. Worth Branch,1650 S. Cherry Lane,White Settlement,TX,76108-3625,UNITED STATES,32.74270414,-97.45302392,(682) 900-7344,7:00 AM - 4:00 PM,,America/Chicago,,https://locations.qxo.com/TX/White-Settlement/White-Settlement-TX-76108-472
249,Wichita Falls Branch,2905 Seymour Hwy,Wichita Falls,TX,76301-1802,UNITED STATES,33.909078001539484,-98.52367746,(940) 767-1447,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/TX/Falls/Wichita/Wichita-Falls-TX-76301-249
175,Salt Lake City Branch,4700 S Riverside Dr,Murray,UT,84123-3617,UNITED STATES,40.6701472,-111.9065104,(801) 261-8888,7:00 AM - 4:00 PM,,America/Denver,Residential roofing; Commercial roofing; Siding; Metal roofing,
176,Ogden Branch,1631 W. 2550 S.,Ogden,UT,84401-3245,UNITED STATES,41.2189704,-112.0187602,(801) 394-7663,8:00 AM - 4:00 PM,,America/Denver,Residential roofing; Commercial roofing; Siding; Metal roofing,
628,Provo Branch,585 S University Ave,Provo,UT,84601-4528,UNITED STATES,40.2260772,-111.6581365,(801) 373-5650,7:00 AM - 5:00 PM,7:00 AM - 11:00 AM,America/Denver,Residential roofing; Commercial roofing; Siding; Metal roofing,
178,Salt Lake City Brn,2114 S. 400 W.,So Salt Lake City,UT,84115-2502,UNITED STATES,40.7247177,-111.9025979,(801) 467-4900,7:00 AM - 4:00 PM,,America/Denver,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/UT/Salt-Lake-City/Salt-Lake-City-UT-84115/178
2301,Salt Lake City - Waterproofing,2234 South 5900 West Suite 600,West Valley,UT,84128-6437,UNITED STATES,40.72317229,-112.0330585,(801) 975-0672,7:00 AM - 4:00 PM,,America/Denver,Waterproofing,
179,Salt Lake City - Waterproofing,2371 South 3600 West,West Valley City,UT,84119,UNITED STATES,40.71924,-111.976851,(801) 410-4345,7:00 AM  - 4:00 PM,,America/Denver,Waterproofing,
504,Alexandria Branch,5900 Farrington Avenue,Alexandria,VA,22304,UNITED STATES,38.7991093,-77.1371014,(703) 941-6400,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/VA/Alexandria/Alexandria-VA-22304/504
1684,Richmond - Waterproofing,11152 Leadbetter Rd,Ashland,VA,23005-3400,UNITED STATES,37.70888692176527,-77.44198519,(804) 292-2751,6:30 AM - 4:30 PM,,America/New_York,Waterproofing,
448,Ashland Branch,10991 Richardson Rd,Ashland,VA,23005-3512,UNITED STATES,37.6982806,-77.4412429,(804) 585-3069,7:00 AM - 4:30 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/VA/Ashland/Ashland-VA-23005/448
462,CHESAPEAKE BRANCH,1800 S MILITARY HWY,CHESAPEAKE,VA,23320-2614,UNITED STATES,36.7869226,-76.2483292,(757) 420-1372,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/VA/Chesapeake/Chesapeake-VA-23320/462
517,Charlottesville Branch,1738 Scottsville Road,Charlottesville,VA,22902,UNITED STATES,37.9889797,-78.5012096,(434) 295-0442,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/VA/Charlottesville/Charlottesville-VA-22902/517
515,Fredericksburg Branch,41 Joseph Mills Drive,Fredericksburg,VA,22408,UNITED STATES,38.2768508,-77.4466219,(540) 368-0018,7:00 AM - 3:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Fredericksburg/Fredericksburg-VA-22408/515
414,Hampton Branch,325 E Street,Hampton,VA,23661-1209,UNITED STATES,37.013151286913214,-76.41054854,(757) 732-0267,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Hampton/Hampton-VA-23661-414
516,Harrisonburg Branch,566 Belle Circle,Harrisonburg,VA,22801,UNITED STATES,38.3837538,-78.9131326,(540) 209-9020,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/VA/Harrisonburg/Harrisonburg-VA-22801/516
505,Manassas North Branch,7891 Notes Drive,Manassas,VA,20109,UNITED STATES,38.790352,-77.542621,(703) 393-9171,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Manassas/Manassas-VA-20109/505
527,Manassas South Branch,9131 Centreville Rd Ste B,Manassas,VA,20110-5208,UNITED STATES,38.7555217,-77.4620405,(703) 393-6815,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Manassas/Manassas-VA-20110/527
423,Norfolk Branch,1301 Production Road,Norfolk,VA,23502,UNITED STATES,36.858701,-76.24496,(757) 852-9073,7:00 AM - 4:30 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/VA/Norfolk/Norfolk-VA-23502/423
461,Richmond Branch,2701 Bells Rd,Richmond,VA,23234-2603,UNITED STATES,37.4731642,-77.4467116,(804) 233-6200,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Richmond/Richmond-VA-23234/461
409,Roanoke Branch,1830 Blue Hills Drive,Roanoke,VA,24012-8606,UNITED STATES,37.3096249,-79.8994139,(540) 265-4241,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Roanoke/Roanoke-VA-24012/409
408,Sandston Branch,100 Lumber Drive,Sandston,VA,23150,UNITED STATES,37.5301959,-77.315436,(804) 328-5082,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/VA/Sandston/Sandston-VA-23150/408
1681,Springfield - Waterproofing,7904 Yarnwood Ct,Springfield,VA,22153-2856,UNITED STATES,38.74507088,-77.20059385,(703) 565-2554,,,America/New_York,Waterproofing,
1682,VIRGINIA BEACH BRANCH,5921 THURSTON AVE SUITE 500,VIRGINIA BEACH,VA,23455-3308,UNITED STATES,36.893560706248834,-76.18795549325328,(757) 347-8963,6:30 AM - 4:30 PM,,America/New_York,Waterproofing,
450,Williamsburg Branch,4551 John Tyler Highway,Williamsburg,VA,23185-2453,UNITED STATES,37.2529384,-76.7626716,(757) 903-0360,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/VA/Williamsburg/Williamsburg-VA-23188/450
514,Winchester Branch,399 Lenoir Drive,Winchester,VA,22603,UNITED STATES,39.2141239,-78.1508314,(540) 678-9927,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/Va/Winchester/Winchester-VA-22603/514
14,WILLISTON BRANCH,391 BOYER CIRCLE,WILLISTON,VT,05495,UNITED STATES,44.444916,-73.133069,(802) 497-3289,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Metal roofing; Commercial roofing; Siding,https://locations.qxo.com/VT/Williston/Williston-VT-05495-014
2602,Bellingham Branch,1968 Midway Lane,Bellingham,WA,98226,UNITED STATES,48.78563861459199,-122.4519343,(360) 483-5060,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Metal roofing; Commercial roofing; Siding,https://locations.qxo.com/WA/Bellingham/Bellingham-WA-98226-2602
2601,Centralia Branch,2000 North Park Dr,Centralia,WA,98531,UNITED STATES,46.73922063,-122.9990694,(360) 807-5020,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Commercial roofing; Siding,https://locations.qxo.com/WZ/Centralia/Centralia-WA-98531/2601
158,Wenatchee Branch,5534 Baker Flats Rd,E. Wenatchee,WA,98802-9514,UNITED STATES,47.4934597,-120.3017402,(509) 886-7663,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Metal roofing; Commercial roofing; Siding,
659,EDMONDS BRANCH,7100 212TH ST SW,EDMONDS,WA,98026-7732,UNITED STATES,47.8060305,-122.3293984,(425) 776-4600,7:00 AM - 4:00 PM,,America/Los_Angeles,,https://locations.qxo.com/WA/Edmonds/Edmonds-WA-98026/659
153,Everett Branch,12807 Hwy 99 South,Everett,WA,98204-6226,UNITED STATES,47.8813243,-122.2645076,(425) 355-7300,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/WA/everett/everett-WA-98204/153
2315,Everett - Waterproofing,10315 Airport Road Ste 101,Everett,WA,98204-3539,UNITED STATES,47.90451484205192,-122.2680368,(425) 320-4056,6:30 AM - 3:30 PM,,America/Los_Angeles,Waterproofing,
664,Kent Branch,19130 84Th Ave S,Kent,WA,98032-1207,UNITED STATES,47.4302365,-122.2274482,(253) 872-4400,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/WA/Kent/Kent-WA-98032/664
795,Lakewood - Waterproofing,"4823 95Th St.Sw. Bldg 7,Ste B",Lakewood,WA,98499,UNITED STATES,47.1715549,-122.5011818,(253) 983-8882,6:30 AM - 3:30 PM,,America/Los_Angeles,Waterproofing,
154,Mt Vernon Branch,120 South Wall,Mt Vernon,WA,98273-3253,UNITED STATES,48.4210832,-122.3458503,(360) 336-2500,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Metal roofing; Commercial roofing; Siding,https://locations.qxo.com/WA/Mount-Vernon/Mount-Vernon-WA-98273/154
157,Pasco Branch,1404 E. Lewis,Pasco,WA,99301-4309,UNITED STATES,46.2335171,-119.0783461,(509) 543-7663,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Commercial roofing; Metal roofing; Siding,https://locations.qxo.com/WA/Pasco/Pasco-WA-99301/157
171,SPOKANE VALLEY BRANCH,7011 E MISSION AVE,SPOKANE VALLEY,WA,99212-1198,UNITED STATES,47.6714385,-117.310158,(509) 891-8802,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/WA/Spokane-Valley/Spokane-Valley-WA-99212/171
170,Seattle Branch,7901 1St Ave South,Seattle,WA,98108-4201,UNITED STATES,47.5315875,-122.3357157,(206) 624-8881,7:00 AM - 4:00 PM,,America/Los_Angeles,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/WA/Seattle/Seattle-WA-98108/170
792,Seattle - Waterproofing,611 S. Charlestown St.,Seattle,WA,98108,UNITED STATES,47.5694733,-122.3257919,(206) 623-4697,6:30 AM - 3:30 PM,,America/Los_Angeles,Waterproofing,
155,Snohomish Branch,1428 Bonneville Ave,Snohomish,WA,98290-1745,UNITED STATES,47.9295478,-122.1051814,(360) 568-7663,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/WA/Snohomish/Snohomish-WA-98290/155
661,Tacoma Branch,2015 112Th St S,Tacoma,WA,98444,UNITED STATES,47.1566835,-122.4646646,(253) 588-6604,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/WA/Tacoma/Tacoma-WA-98444/661
169,Vancouver Branch,11000 N.E. 34Th Circle,Vancouver,WA,98682-8714,UNITED STATES,45.647039,-122.560157,(360) 260-2600,7:00 AM - 4:00 PM,,America/Los_Angeles,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/WA/Vancouver/Vancouver-WA-98682-8714/169
665,Woodinville Branch,14390 Ne 200Th St,Woodinville,WA,98072-8469,UNITED STATES,47.7727914,-122.14818,(425) 487-1166,7:00 AM - 4:00 PM,,America/Los_Angeles,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/WA/Woodinville/Woodinville-WA-98072/665
226,Eau Claire Branch,2520 Davey St,Eau Claire,WI,54703-0386,UNITED STATES,44.8664276,-91.4737597,(715) 831-0855,7:30 AM  - 3:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/WI/Eau-Claire/Eau-Claire-WI-54703/226
240,Appleton Branch,860 East Line Road,Kaukauna,WI,54130,UNITED STATES,44.30291,-88.2556906,(920) 690-2057,7:30 AM  - 3:30 PM,,America/Chicago,,https://locations.qxo.com/Kaukauna-WI-54130/240
1205,La Crosse Branch,1809 Saint James St,La Crosse,WI,54603,UNITED STATES,43.83750749007506,-91.23079649,(720) 639-9804,7:30 AM  - 3:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing,https://locations.qxo.com/WI/La-Crosse/Lacrosse-WI-54603-1205
227,Madison Branch,2918 Agriculture Dr,Madison,WI,53718-6770,UNITED STATES,43.0555212,-89.2918688,(608) 467-0046,7:30 AM  - 3:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/WI/Madison/Madison-WI-53718/227
224,New Berlin Branch,15905 W Ryerson Rd,New Berlin,WI,53151-3621,UNITED STATES,42.990887,-88.112577,(262) 785-9904,6:30 AM  - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/WI/New-Berlin/New-Berlin-WI-53151/224
1203,Wausau Branch,903 South 60Th Street,Wausau,WI,54401-8422,UNITED STATES,44.94984928579247,-89.70831709,(715) 203-4093,7:30 AM  - 3:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/WI/Wausau/Wausau-WI-54401-1203
360,West Bend Branch,2805 E. Progress Drive,West Bend,WI,53095-5720,UNITED STATES,43.38597605956071,-88.16360126,(262) 357-3501,7:30 AM  - 3:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/WI/West-Bend/West-Bend-WI-53095-360
243,Charleston Branch,1616 Pennsylvania Ave.,Charleston,WV,25302,UNITED STATES,38.3608865,-81.6204372,(304) 342-0571,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/WV/Charleston/Charleston-WV-25302/243
334,Clarksburg Branch,761 Armory Rd.,Clarksburg,WV,26301,UNITED STATES,39.262017,-80.362964,(800) 586-6598,7:00 AM - 3:30 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.becn.com/WV/Clarksburg/Clarksburg-WV-26301/334
241,Huntington Branch,"618 5Th Street, West",Huntington,WV,25701,UNITED STATES,38.413975,-82.462194,(304) 523-5500,7:00 AM - 3:30 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/WV/Huntington/Huntington-WV-25701/241/Commercial-Products
336,Parkersburg Branch,9894 Dupont Road,Washington,WV,26181,UNITED STATES,39.2490306,-81.6826865,(877) 489-4124,7:00 AM - 3:30 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/WV/Washington/Washington-WV-26181/336
195,Cheyenne Branch,340 N American Road,Cheyenne,WY,82007,UNITED STATES,41.1193108,-104.844103,(307) 634-3352,7:00 AM - 4:30 PM,,America/Denver,Residential roofing; Commercial roofing; Siding; Metal roofing,
194,Casper Branch,5100 Carroll Court,Evansville,WY,82636,UNITED STATES,42.8522413,-106.2517546,(307) 234-7306,8:00 AM - 4:00 PM,,America/Denver,Residential roofing; Commercial roofing; Siding; Metal roofing,
